 CP2, T:High Season, Robert Stevens, \Und, R:rich tourist, T:High Season, D:C.Peploe, PN:, SU:, prc, Ctxx, aw, lc, W(M.Peploe) 
 RVL17, T:The Toast of New York, Thelam Leeds, \Und, RU:, T:The Toast of New York, D:R.V.Lee, PN:Edward Small, St:RKO, bnw, BioP, H**," NYC, NY "
 RoS92, TZ:That Darn Cat, Ed Wynn, \Und, RU:, T:That Darn Cat, D:Stevenson, PN:, SU:, prc, Ctxx, aw, lc, 
 HbR10, T:California Suite, Maggie Smith, \Und, R:wife 2, T:California Suite, D:H.Ross, PN:, SU:, , Comd, ," hotel, Beverly Hills, CA", R(PG) W(N.Simon) 
 DaM5, T:The Teahouse of the August Moon, Kyo Machiko, \Und, RU:, T:The Teahouse of the August Moon, D:Dan.Mann, PN:, SU:, prc, Ctxx, aw, lc, 
 TyN10, T:Three Nuts in Search of a Bolt, T.C. Jones, \Und, RU:, T:Three Nuts in Search of a Bolt, D:Ty.Noonan," P:Ty,Noonan, Ian McGlashan", St:Harlequin Int.," bnw,col"," Porn,Comd", aw, lc," W(Ty.Noonan, Ian McGlashan) "
 LHh10," T:Hold Me, Thrill Me, Kiss Me", Bella Lehczky, \Und, RU:
 AkK14, T:Shichinin no Samurai, Minoru Chaiki, \Und, RU:, T:Shichinin no Samurai, D:Kurosawa, P:Shojiro Motoki, St:Toho, bnw, Advt," H***, Kinema Junpo ""best Japanse Film"," village, Japan"," Le(3.5h, shortened to 155m) Lang(\Ja) Alt(T:The Seven Samurai; USA) "
 BaD29, T:Victim, Nigel Stock, \Und, RU:, T:Victim, D:B.Dearden, PN:Michael Relph, St:Rank, bnw, Susp, H***, ," W(Janet Green, John McCormick) C(Otto Heller)", 
 IB112, T:Final Performance, Franchot Tone, \Und, R:washed-out vaudeville actor, T:Final Performance, D:Brahm, P:Hitchcock, St:CBS, bnw, Susp, ," town, USA", TV(18Jan65) Le(1h) B(Robert~Bloch) 
 OSo10, T:Orion's Belt, Hans Ola Sorlie, \Und, RZ:Russian spy, T:Orion's Belt, D:Solum, PN:, St:Filmeffect SL:Norway, \Ecol, Advt, aw," Spitsbergen, Norway", 
 JqF50, T:Knight Without Armor, Lawrence Hanray, \Und, RU:, T:Knight Without Armor, D:Feyder, P:A.Korda, St:London, bnw," Advt,Romt", H**
 RoS13, T:Back Street, Kitty ONeil, \Und," R:neighbor, also has married lover", T:Back Street, D:Stevenson, PN:Bruce Manning, St:Universal, bnw, Dram, H*," Cincinnati, OH; NYC, NY; Paris, France; T(1900-1931)"," M(Andre Previn, Frank Skinner; AAN) B(Fanny Hurst) "
 C160, T:We're No Angels, John Smith, \Und, RU:, T:We're No Angels, D:Curtiz, PN:Pat Duggan, St:Paramount, \Tcol, Comd, H*, South America 
 ChW2, T:Good News, Connie Gilchrist, \Und, RU:, T:Good News, D:Walters, P:Freed, St:MGM, \Tcol, Musc, H*," college, US"," M(Lennie Hayton, Ralph Blane, Hugh Martin, Roger Edens; AAN) "
 KRu20, T:Gothic, Natasha Richardson, \Und, RU:, T:Gothic, D:K.Russel, PN:, SU:, prc, Ctxx, aw, lc, 
 JuD9, T:Une Carnet de Bal, Francoise Rosay, \Und, R:guide, T:Une Carnet de Bal, D:Duvivier, PN:, St:French, bnw, , , , Nt(widely imitated) 
 AgH1, T:To Kill A Priest, Ed Harris, \Und," R:policeman, killer", T:To Kill A Priest, D:A.Holland, PN:David Putnam, St:Columbia, prc, Dram, aw, Poland; T(1984), 
 Eti20, T:Murder at my Door, Grace Zabrieskie, \Und, RZ:grandmother, T:Murder at my Door, D:Till , PU:, S:Fox, col, Dram, aw," Bridgeport, CN", Seen(27May1997)
 GRH6, T:Butch Cassidy and the Sundance Kid, Kennth Mars, \Und, RU:, T:Butch Cassidy and the Sundance Kid, D:G.R.Hill, PN:John Foreman, St:Fox, \DeLuxe, Advt," H***, AAN, AAN dir, Z*", West," W(W.Goldman; AA) C(Conrad Hall; AA) M(Burt Bacharach; AA) R(PG) CoP(D.Brown, R.Zanuck) "
 IDk30, T:Tarzan in Manhattan, s a, \Und, R:protective father, T:Tarzan in Manhattan, D:Derek, PN:, St:Buena Vista, TV \DeLuxe, Advt, aw," NYC, NY"," Seen(14Apr1989) Er(D) Ser(Tarzan, 85) "
 IB107, T:Pen Pal, Clu Gulager, \Und," R:convict, pen pal", T:Pen Pal, D:Brahm," P:Hitchcock, J.Harrison"," St:Shamley, CBS", bnw, Susp, , home," TV(1Nov1960) Le(30m) B(Henry Slesar, Jay Folb) VT(N:HP4) Seen(9Feb1991) "
 SSk1, T:Whatever, Liza Weil, \Und, R:young artist, T:Whatever, D:Skoog, PU:, SU:, prc, Ctxx, ," NYC, NY", 
 HeD117, T:Coyote Moon, MacDonald Carey, \Her," R:traveller, accosted by hitch-hikers", T:Coyote Moon, D:Daugherty," P:Hitchcock, J.Harrison"," St:Shamley,CBS"," bnw,TV", Susp, , , TV(19Oct1959) Le(30m) 
 IFr19, TZ:Black Sunday, Steven Keats, \Und, RZ:US president, T:Black Sunday, D:Frankenheimer, PN:, SU:, prc, Actn, aw," superbowl, Miami, FL", R(R) W(E.Lehman) 
 WlD36, T:The Hunchback of Notre Dame, Mimi Gmbell, \Und, R:queen of the beggars, T:The Hunchback of Notre Dame, D:Dieterle, P:Berman, St:RKO, bnw, Horr, H****," Paris, France; T(~1400)"," M(A.Newman; AAN) W(Sonya Levien, Bruno Frank) C(Joseph H. August) V(Polglase, Linwood~Dunn) Seen(4Jan1991) VT() "
 KRu2, T:Women in Love, Oliver Reed, \Und," R:wrestles nude ""Gerald""", T:Women in Love, D:K.Russell, PN:Larry Kramer, St:U.A., \DeLuxe, Romt, AANdir H***," midlands, England; T(1920)", W(Larry Kramer; AAN) B(D.H. Lawrence) C(Billy Williams; AAN) R(R) 
 JoM15, T:A Thousand Acres, Roy Baker, \Und, R:lawyer, T:A Thousand Acres, D:Moorhouse, P:Robert Redford," S:Touchstone, Polygram", col, Dram, aw," farm, Midwest", B(Jane Smiley) C(Tak Fuijimoto) Seen(17Sep1997)
 SL10, T:The Group, James Broderick, \Und, RU:, T:The Group, D:Lumet, PN:Sidney Buchman," St:U.A., Famous", /DeLuxe, Dram, H***," Vassar, college, East; T(1933)", B(Mary McCarthy) C(Boris Kaufman) 
 JMS9, T:Loverboy, E.G. Daley, \Und," R:secretary ""Linda""", T:Loverboy, J.M.Silver," PN:Gary Foster, Willie Hunt", St:TriStar, col, Comd, ," L.A., CA", VT() Seen(11Dec1989) Er(1986) R(PG13) 
 HeD105, T:My Brother Richard, Ray Teal, \Und, R:sheriff, T:My Brother Richard, D:Daugherty, P:Hitchcock," St:Shamley,CBS"," bnw,TV", Susp, , ," TV(1Jan1956) Le(30m) Seen(9Sep1988), 7Feb1992 VT(N:HP1, HR3) "
 CC76, T:City Lights, Harry Myers, \Und," RZ:milionaire, drunk", T:City Lights, D:Chaplin, P:Chaplin, St:U.A., sbw, ," H***, CC\#10", , Nt(sound effects) 
 VJD1, T:Lonelyhearts, Maureen Stapleton, \Und, R:nymphomaniac, T:Lonelyhearts, D:Donehue, PN:, SU:, prc, Ctxx, aw, lc, 
 MiM10, T:I Got the Hook-Up, s a, \Und, R:cell-phone thief, T:I Got the Hook-Up, D:M.Martin, PU:, SU:, prc, Comd, , , 
 ClW20, T:Girlfriends, Christopher Guest, \Und, R:Susan's boyfriend, T:Girlfriends, D:Weill, P:Weill, SU:, prc, Romt, aw, lc," W(Weill,Vicki Polon) "
 RM5, T:Song of Songs, Helen Freeman, \Und, RU:, T:Song of Songs, D:Mamoulian, PN:, St:Paramount, bnw, , , , B(Hermann Sudermann) Seen(15Feb1988) 
 RC12, T:The Last Millionaire, s a, \Und," R:queen, calls on banker to run country, becomes a dictator", T:The Last Millionaire, D:Clair, PU:, SL:France, prc, Comd, ," Casario, kingdom", W(Clair) Lang(\Fr) Nt(banned in Italy and Germany)
 S10, T:Morocco, Francis McDonald, \Und, RU:, T:Morocco, D:Sternberg, PN:Louis S. Lighton, St:Paramount, bnw, Romt," NFR, H***, AAN dir", Morocco, C(Lee Garmes; AAN) Seen(16Feb1988) 
 ByS10, T:The Usual Suspects, Kevin Spacey, \Und, RU:, T:The Usual Suspects, D:B.Singer, PU:, SU:, prc, Susp, , ,Er(19xx)
 KFr10, T:Mad Love, Billy Gilbert, \Und, RU:, T:Mad Love, D:Freund, P:Considine, St:MGM, bnw, Horr, aw, lc, Nt(The Hands of Orlac) C(Gregg Toland) Nt(last Freund movie) 
 MC5, T:Le Jour se L\`eve, Jaqueline Laurant, \Und, R:florist's helper, T:Le Jour se L\`eve, D:Carne, PN:, St:Sigma, bnw, Dram, H***," room,France", W(Jacques~Prevert) V(Alexander Trauner) Alt(T:Daybreak)
 RS28, T:G.I. Jane, Anne Bancroft, \Und, R:ambitious senator, T:G.I. Jane, D:R.Scott," PN:R.Scott, Roger Birnbaum, Demi Moore, Suzanne Todd"," S:Universal, SD: Buena Vista", col, Dram, aw, mil.inst.," W(David Twohy, Danielle Alexandra) M(Trevor Jones) R(R) Er(S)"
 ACy14, T:Justice est Fait, Valentine Tessier, \Und, R:juror, T:Justice est Fait, D:Cayatte, PN:, SU:, prc, Dram, ," court, France", W(Charles Spaak) 
 DDk10, T:Clay Pigeons, Georgina Cates, \Lov," R:friends wife, Clay's love", T:Clay Pigeons, D:Dobkin, PU:, SU:, prc," Susp, West, Noir", ," town, West", 
 MoB10, T:The Torrent, Lucien Littlefield, \Und, RU:, T:The Torrent, D:Mo.Bell, PN:Hunt Stromberg, St:MGM, bws, Dram, H*," Paris, France", Nt(first US Greta Garbo film) W(Dorothy Farnum) 
 RoS54, T:There was an Old Woman, Chads B., \Und, R:trusting cop, T:There was an Old Woman, D:Stevenson, P:Hitchcock," St:Shamley, CBS"," bnw, TV", Susp, , , TV(18Mar1956) Le(30m) 
 ILn10, TZ:The Great Smokey Roadblock, John Byner, \Und, RU:, Tm:The Great Smokey Roadblock, D:J.Leone, PN:Allan F. Bodon, St:Marvista, col, Advt, H," csd, USA", R(PG) 
 CDM73, T:Union Pacific, Regis Toomey, \Und, RU:, T:Union Pacific, D:DeMille, P:deMille, St:Paramount, bnw, , H**, West, nt(last deMille bnw) 
 PGD11, T:Der Ehekaefig, s a, \Und," R:husband, captured ""Julien""", T:Der Ehekaefig, D:GranierDeferre, PU:, SU:, prc, Susp, , lc, T(orig)
 JLG25, T:Le Gai Savoir, JeanPierre Leaud, \Und, R:Rosseau's great-great-grandson, T:Le Gai Savoir, D:Godard, PN:, SU:, , Dram, aw, lc, 
 ClC35, T:Une Partie de Plaisir, Paula Moore, \Und," RZ:wife, divorces","|
", ClC35, T:Une Partie de Plaisir, Michel Valette, \Und, RU:, ClC35, T:Une Partie de Plaisir, T:Une Partie de Plaisir, D:Chabrol, P:Andre Genoves, St:La Boetie, col, Dram, aw, lc, W(Paul Gegauff) 
 ReB8, T:The Italian, George Beban, \Und, RU:, T:The Italian, D:R.Barker, P:Th.Ince, St:New York, bws, Dram, aw, lc, Le(75m) 
 AK50, T:Marius, Orane D\'emazis, \Und," R:girlfriend ""Fanny""", T:Marius, D:A.Korda, PN:, St:Paris, , Dram, ," cafe, Marseille, France", B(Marcel Pagnol) Ser(Pagnol; 1) 
 CLa121, T:Abbott and Costello Meet the Keystone Kops, Mack Sennett, \Bit, RU:, T:Abbott and Costello Meet the Keystone Kops, D:Lamont, PN:Howard Christie, St:Universal, bnw, Comd, H*, ; T(1910)," W(John Grant, al.) R(G) Ser(A+B 34) "
 JSy10, T:Rave Review, s a, \Und," R:film critic, scared into rave review ""malacious mandel""", T:Rave Review, D:Seymour," PN:Dana Lustig, Ram Bergman, Seymour", St:Gnu, col, Comd, aw," Hollywood, CA", 
 QMa12, T:The Stud, Tony Allyn, \Und, RU:, T:The Stud, D:Masters, PU:, S:Trans-American, \Mlabl, Porn, aw, , B(Jackie Collins) R(R) Er(19xx)
 Sko5, T:Moonlight and Valentino, Gwyneth Paltrow, \Und, RU:, T:Moonlight and Valentino, D:Kloves, PU:, SU:, col," Dram, Romt", aw, , Er(D)
 BrG20, T:The Josephine Baker Story, Lynn Whitfield, \Und," R:singer, dancer ""Josephine Baker""", T:The Josephine Baker Story, D:B.Gibson, PN:, SU:, col, BioP, ," Paris, France", Alt(T:Josephine)
 EL46, T:Lady Windermere's Fan, Ronald Coleman, \Und," R:debonair ""Lord Carlington""", T:Lady Windermere's Fan, D:Lubitsch, PN:, SU:, bnw, Comd, , , B(Oscar~Wilde)
 KHu13, T:The Trials of Oscar Wilde, s a, \Und," R:accusers's counsel ""Edward Carson""", T:The Trials of Oscar Wilde, D:K.Hughes, PN:, SU:, prc, Ctxx, aw, lc, V(Ken~Adam) 
 ANi10, T:Gattaca, Uma Thurman, \Und, RU:, T:Gattaca, D:Niccol, PU:, S:Columbia, prc, ScFi, , , R(PG12)
 OW7, T:Othello, Michael Lawrence, \Und, RU:, T:Othello, D:Welles, P:Welles," St:Mercury, Films Marceau", bnw, Dram, aw, bnw, H*," castle, Italy", B(Shakespeare) W(Welles) 
 GPC32, T:Shadow Conspiracy, Linda Hamilton, \Und, RU:, T:Shadow Conspiracy, D:Cosmatos, PU:, SU:, col, CTxx, aw, , 
 JiA1, T:Airplane!, Jill Whelan, \Und," R:patient, passenger", T:Airplane!, D:J.Abrahams, P:Koch, St:Paramount, \Mcol," Comd, Disa"," F01,H**"," airplane, USA"," CoD(David Zucker, Jerry Zucker) W(David Zucker, Jerry Zucker, J.Abrahams) R(PG) "
 JbB10, T:Beck, Julia Mennes, \Und, RU:, T:Beck, PN:Rolf Orthel, St:Filmcase BV, col, CnR, , lc," B(Maj Sjowall, Per Wahloo: ``The Locked Room'') "
 RDL3, T:A Hard Day's Night, Phil Collins,\Extra, RU:, T:A Hard Day's Night, D:R.Lester, PN:Walter Shenson, St:U.A., bnw," Musc,Comd"," F40, H****", England, M(Beatles) W(Alun Owen; AAN) C(George Martin; AAN) 
 PRo93, T:The Scarlet Clue, Sidney Toler, \Agn, R:detective, T:The Scarlet Clue, D:Rosen, PN:, St:Monogram, ," Myst, Comd", , , Ser(Charlie Chan; 35) 
 HlH2, T:Trust, s a, \Und," R:clerk, nearly rapes Maria", T:Trust, D:Hartley, PN:, SU:, prc, Noir, aw," Long Island, NY "
 RxI20, T:Sacaramouche, Clotilde Delano, \Und," R:queen ""Marie Antoinette""", T:Scaramouche, D:Rex~Ingram, PN:, SU:, sbw 
 GVe10, T:Mouse Hunt, Camille Soeberg, \Und," R:Belgian golddigger ""Hilda""", T:Mouse Hunt, D:Verbinski," P:Allan Richy, Ludwig", S:Dreamworks, \Tcol, Comd, aw," valuable  house; string factory, USA", Seen(Mar.1998)
 HeD120, T:The Cure, Mark Richman, \Vil," R:business partner, suggests head shrinker", T:The Cure, D:Daugherty," P:Hitchcock, J.Harrison"," St:Shamley,CBS"," bnw,TV", Susp, ," Amazon, Brazil", TV(24Jan1960) Le(30m) 
 LiB1, T:Madame X, Richard Carle, \Und, RU:, T:Madame X, D:Barrymore, P:, St:MGM, bnw, Dram," AAN dir,H*", lc, Alt(T:Absinthe; TV)
 LuV40, T:Boccaccio 70, s a, \Und, R:puritanical doctor, T:Boccaccio 70, D:Visconti, PN:, SU:, prc, Dram, aw, lc," CoD(deSica, Fellini) Note(3 stories) "
 SE4, T:Bronenosets Potemkin, Levshin, \Und, RU:, T:Bronenosets Potemkin, D:Eisenstein, P:Eisenstein, St:Goskino," bws,bnw", Dram," H****, judged best film ever made"," Odessa, Crimea, USSR; T(1905)"," C(Edouard Tiss\'e, V. Popov) Alt(T:The Battleship Potemkin; USA)"
 BB7, T:Last Tango in Paris, Maria Michi, \Und, RU:, T:Last Tango in Paris, D:Bertolucci, PN:Alberto Grimaldi, St:U.A., \Tcol, Romt, AAN dir," Paris, France", C(Vittorio Storaro) R(X) 
 ScH10,T:Shine, Geoffrey Rush, \Und, R:incompetent, Debut, T:Shine, D:Sc.Hicks, PU:," SD:Fine Line, SL:Australia ", prc," BioP, Musc", aw, Australia, 
 H73, T:Psycho, Alfred Hitchcock, \Cam, R:cowboy on street outside office, T:Psycho, D:Hitchcock, P:Hitchcock," St:Shamley, Universal, SD:Paramount", bnw, Susp," AAN Dir, NFR, Z*"," Tucson, AZ; Victorian house, csd"," M(Herrmann) R(PG) W(Joseph Stefano) B(Robert~Bloch) C(John L. Russell; AAN) V(Joseph Hurley, Robert Clatworthy; AAN) M(Beeethoven: Eroica) Cost(.8M) Inc(12M) VT(N:HT9, HC2;HT9) "
 PSc30, T:The Comfort of Strangers, Helen Mirren, \Und," R:Robert's voyeur wife ""Caroline""", T:The Comfort of Strangers, D:Schrader, PN:Gianni Quaranta, SU:, col, Horr, ," Venice, Italy", W(Harold Pinter) C(Dante Spinotti) B(Ian McEwan) M(Angelo Badalamenti) 
 SML10, T:Bruno, Jennifer Tilly, \Und, RU:, T:Bruno, D:MacLaine, PU:, SU:, prc, Ctxx, , , 
 IgR2, T:I'm Still Alive, Fred Niblo, \Und, R:director, T:I'm Still Alive, D:Reis," PN:Frederic Ullman,~jr.", St:RKO, bnw, Dram, H-," Hollywood, CA", W(Edmund North) Seen(8Jun1990) 
 AnM33, TZ:God's Little Acre, Michael Landon, \Und, RU:, Tm:God's Little Acre, D:Ant.Mann, PN:, SU:, prc, CTxx, aw, lc, B(Erskine Caldwell) 
 IvR6, T:Ghostbusters, Tom McDermott, \Und," R:bishop ""Mike""", T:Ghostbusters, D:Reitman," P:Spielberg, Gross, Medjok"," St:Columbia, Tristar", col, Comd, F47," NYC, NY"," W(Ramis, Ackroyd) M(Elmer Bernstein, Ray Parkeer~jr.) "
 HbR9, T:The Turning Point, Martha Scott, \Und," RN:""Adelaide""", T:The Turning Point, D:H.Ross," PN:Ross, Arthur Laurents, Nora Kaye", St:Fox, col, Dram," AAN, EB***+"," town, USA; NYC, NY", Seen(1978) 
 RoP22, T:Death and the Maiden, Ben Kingsley, \Und," R:suspected torturer ""Roberto Miranda""", T:Death and the Maiden, D:Polanski, P:Polanski, SU:, col, Susp, South America, , B(Arial Dorfman) 
 GH25, TZ:Force 10 From Navarone, Barbara Bach, \Und, RU:, Tm:Force 10 From Navarone, D:G.Hamilton, PN:Oliver A. Unger," St:Columbia, AIP", \Tcol, Advt, H," csd, Yugoslavia", R(PG) B(Alistair MacLean) 
 CCr10, T:Off Limits, Raymond OConnor, \Und, RU:, T:Off Limits, D:Ch.Crowe, PN:Alan Barnette, St:Fox, \DeLuxe, Dram, aw," Saigon, Vietnam", 
 MC3, T:Quai des Brumes, Jean Gabin, \Und," R:hero, dies", T:Quai des Brumes, D:Carne, P:Rabinovitch, SU:, bnw, Dram, , , W(Jacques~Prevert) Alt(T:Port of Shadows)
 SeL20, T:A Fistful of Dollars, Clint Eastwood, \Und, RU:, T:A Fistful of Dollars, D:S.Leone, PN:, SU:, prc, West, aw, West, 
 MDy10, T:Jeanne and the Perfect Guy, Matthiau Demy, \Und," R:perfect guy ""Oliver"""
 xQu15, T:Institute Benjamenta, Mark Rylance, \Und, R:new student, T:Institute Benjamenta, D:Quay, PU:, SU:, bnw, Noir, aw, , B(Robert Walser)
 AL10, T:Tovarich, Maurice Murphy, \Und, RU:, T:Tovarich, D:Litvak, P:Robert Lord, St:Warners, bnw, Romt, H**, lc, 
 NFi10, T:Stonewall, Frederick Weller, \Und, R:gay rioter, T:Stonewall, D:Finch, PU:, SU:, prc, Hist," Greenwich Village, NY T(1969)", , Er(19xx)
 EG27, T:Nightmare Alley, Mike Mazurki, \Und, R:carny strong man, T:Nightmare Alley, D:E.Goulding, PN:, St:fox, prc, Dram, aw," carnivals, USA", B(William Gresham) 
 JN19, T:Titanic, Clifton Webb, \Und, RU:, T:Titanic, D:Negulesco, P:Brackett, St:Fox, bnw, , H*," ship, Atlantic; T(1912)"," W(Brackett, Walter Reisch, Richard Breen; AA) Seen(14Nov1990) "
 RCS10, T:Camille, Alla Nazimova, \Und, RU:, T:Camille, D:Smallwood, PN:, SU:, prc, Dram, aw, lc, 
 GrR6, T:Rose of Washington Square, Louis Prima, \Und, R:bandleader, T:Rose of Washington Square, D:Ratoff, P:Nunally~J., St:Fox, bnw, Musc, H**," NYC, NY", 
 ADv22, T:A Perfect Murder, Sarita Choudhury, \Und, R:Emily's friend, T:A Perfect Murder, D:A.Davis," PN:Arnold Koppelson, Anne Koppelson, Christopher  Mankewicz, Peter MacGregor Scott", S:Warners:, \Tcol, Susp, , NYC,R(R) Seen(15Sep1998)
 MRm10, TZ:The House on Sorority Row, Eileen Davidson, \Und, RU:, Tm:The House on Sorority Row, D:Rosman, PN:, SU:, prc, CTxx, aw, lc, R(R) W(Mark Rosman) 
 MPi42, T:Police, s a, \Und, R:Arab drug dealer
 IrC51, T:Behind That Curtain, E.L. Park, \Agn, R:Chinese detective, T:Behind That Curtain, D:I.Cummings, PN:, St:Fox, bnw," Myst,Comd", , , Ser(Charlie Chan; 3) 
 JHL6, T:My Name is Julia Ross, George Macready, \Und, R:knife-wielding son, T:My Name is Julia Ross, D:J.H.Lewis, PN:, SU:, prc, Susp, aw," Cornwall, England", 
 JDe3, T:Crazy Mama, John Milius, \Und, RU:, Mainly(D), T:Crazy Mama, D:J.Demme, PN:Julie Corman, St:New World, col, Comd, H, ; T(1950), W(Evelyn Purcell) R(PG) 
 FF10, T:Giulietta degli Spiriti, Valentina Cortese, \Und, RU:, T:Giulietta degli Spiriti, D:Fellini, PN:, SU:, col, Dram, aw, lc, C(Gianni DiVenanzo) Alt(T:Juliet of the Spirits; USA)
 HHa12, T:Lives of a Bengal Lancer, Noble Johnson, \Und, RU:, T:Lives of a Bengal Lancer, D:Hathaway, PN:Louis D. Lighton, St:Paramount, bnw, Advt," H**, AAN, AAN dir"," frontier, India"," W(Waldemar Young, al; AAN) "
 HPr20, T:A Little Night Music, Laurence Guittard, \Und, RU, T:A Little Night Music, D:Prince, PN:Elliott Kastner, St:Sascha Films, \Ecol, Musc, H*," Vienna, Austria", R(PG) M(Stephen Sondheim) 
 MkD12, T:My Universities, Alexei Lyarski, \Und," RN:""Gorki""", T:My Universities, D:Donskoi, PN:, St:Soyuzdetfilm, bnw, BioP, H***, Russia," Ser(Gorki,3) "
 HAG1, T:Party Line, Ted Knight, \Und, R:clerk, T:Party Line, D:H.S.Green," P:Hitchcock, J.Harrison"," St:Shamley, CBS", bnw, Susp, aw, lc, TV(29May1960) Le(30m) B(Henry Slesar) 
 ADx45, T:L'Oevre au Noir, GianMaria Volonte, \Und," R:alchemist, doctor, denounced, returns ""Zeno Ligre""", T:L'Oevre au Noir, D:Delvaux, PN:, SU:, col, Dram, aw," Bruges, Belgium; T(1500)"," Lang(\Du, Flemish) B(Marguerite Yourcenar) "
 GSsl, T:Barefoot in the Park, Mildred Natwick, \Und, R:mother-in-law
 StW7, T:White Woman, James Bell, \Und, RU:, Tm:White Woman, D:S.Walker, PN:, St:Paramount, bnw, Romt, H," jungle, Malaysia", 
 GiC3, T:I Never Sang for my Father, Estelle Parsons, \Und, RU:, T:I Never Sang for my Father, D:Cates, P:Cates, S:Columbia, \Tcol, Dram," AAN dir, H*", lc, W(B(Robert Anderson))
 DeM17, T:Night Crossing, Glynnis OConnor, \Und, RU:, Tm:Night Crossing, D:Del.Mann, PN:Tom Leetch, St:Disney, \Tcol, Dram, H, , R(G) 
 W98, T:Island in the Sky, James Arness, \Und, RU:, T:Island in the Sky, D:Wellman, P:Robert Fellows, St:Batjac, bnw, Advt, H*, Greenland, C(Archie Stout) 
 ABi10, TZ:Burning Secret, N. Ottering, \Und, R:concierge, T:Burning Secret, D:Birkin, PN:Norma Heyman," St:Vestron SL:Trickenham, GB", \Tcol\Pan, ," sanatorium, Austria; T(1947)", W(Birkin) B(Stefan Zweig) M(Hans Zimmer) Seen(12Apr1989) Er(1988?) 
 FF13, T:The Clowns, Federico Fellini, \Und, R:documentary filmmaker, T:The Clowns, D:Fellini, PN:, SU:, prc, Dram, ," village, Italy", 
 BRa12, T:Rush Hour, Chris Penn, \Und, RU:, T:Rush Hour, D:Ratner, PU:, SU:, prc, Actn, , H.K., 
 Z5440, T:Code Name: Emerald, Eric Stoltz, \Und, RU:, T:Code Name: Emerald, D:Unknown54, PN:, SU:, prc, Ctxx, aw, lc, Er(19xx) 
 ERz10, T:Heimat, Karin Rasenach, \Und, RU:, T:Heimat, D:Reitz, P:Reitz, St:WDR, col, Dram, , ," Nt(Serial, 5 segments) "
 JT4, T:Playtime, Henri Piccoli, \Und, R:tourist, T:Playtime, D:Tati, PN:Rene Silvera, St:Specta, \Ecol, Comd, H*," airport, France; restaurant, France", 
 JdA10, T:Peepshow, Laura Gemser, \Und, R:lesbian madam, T:Peepshow, D:dAmato, PN:, SU:, Telecolor, Porn, aw," town,Italy", 
 AWj31, T:Without Anesthesia, Zbigniew Zapasiewicz, \Und," R:journalist, cut off", T:Without Anesthesia, D:Wajda, PN:, SU:, prc, Dram, aw, Poland, 
 DHa2, T:Every Girl Should Be Married, s a, \Und, R:priest, T:Every Girl Should Be Married, D:Hartman," P:Hartman, Schary", St:RKO, bnw, Romt, H, , W(Hartman) Seen(24Nov1989) 
 JA10, T:The Glass Web, Richard Denning, \Und, RU:, T:The Glass Web, D:Arnold, PN:, SU:, prc, Ctxx, aw, lc, 
 JOC10, T:The Valley of Gwangi, Freda Jackson, \Und, RU:, T:The Valley of Gwangi, D:OConnelly, PN:Charles H. Schneer, St:Warners, \Tcol," ScFi,West", H, Mexico, V(Harryhausen) B(Willis OBrien) 
 CR10, T:The Night Train to Munich, Wyndham Goldie, \Und, RU:, T:The Night Train to Munich, D:C.Reed, PN:Edward Black, St:Fox, bnw, Susp, H***," train, Germany", B(Gordon Wellesly; AAN) W(Gilliat) 
 C119, T:Dodge City, Gloria Holden, \Und, RU:, T:Dodge City, D:Curtiz, PN:Robert Lord, St:Warners, \Tcol, West, H***, West," C(Sol Polino, Ray Rennahan) Nt(based on Wyatt Earp) "
 H17, T:Blackmail, Alfred Hitchcock, \Cam," R:pestered passenger in train, trying to read", T:Blackmail, D:Hitchcock, P:J.Maxwell," St:BIP Elstree, SD:Wardour", bnw, Susp, ," British Museum, London, England"," Nt(first sound, added) W(Hitchcock, Benn W. Levy, Charles Bennett) C(J.Cox) Seen(9Apr1990) "
 JI2, T:Tampopo, Manpeji Itami, \Und, R:noodlemaker's son, T:Tampopo, D:Itami, PN:, SL:Japan, col, Comd, aw," restaurant, Tokyo, Japan", Seen(Jan1988) 
 GSa10, T:Mediterraneo, s a, \Und," R:Italian sailor, aide, marries prostitute", T:Mediterraneo, D:Salvatores, PN:, SU:, col, Ctxx, AA, Aegean Island; T(1941), 
 FFC7," T:The Godfather, Part II", William Bowers, \Und, R:senator," T:The Godfather, Part II", D:Coppola, P:Coppola, SU:, col, Actn, AA," NYC, NY"," R(R) M(Nino Rota, Carmine Coppola) C(Wills) "
